WO #,Client,Status,Status_Category,State,Category,Order Type,Priority,DNE,Vendor NTE,Grand Total,Labor Amt,Material Amt,Vendor Invoice Total,Vendor_Code,Vendor,NTE_Category,Invoice_Date,Has_Vendor_Invoice,Revenue_Match,Cost_Match,Profit_Margin,Manager
102709,Client B,Invoiced,1_Completed_Paid,MO,Misc Site Work,Interior Misc Site Work,Priority 1 - 4 hours,1193.75,868.75,1193.75,840.00,248.75,868.75,Vendor 062,Vendor 062,Over NTE,11/18/2025,YES,Match,Match,325.00,Manager 09
101780,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Toilet Repair,Normal - 30 days ,571.02,475.00,571.02,427.50,48.52,475.00,Vendor 097,Vendor 097,Under NTE,10/13/2025,YES,Match,Match,96.02,Manager 10
100943,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Replacement,Normal - 30 days ,72056.61,56450.00,72056.61,14400.00,52165.00,56450.00,Vendor 049,Vendor 049,Over NTE,8/31/2025,YES,Match,Match,15606.61,Manager 03
102432,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,2514.30,1775.00,2514.30,2040.00,389.30,1775.00,Vendor 057,Vendor 057,Over NTE,11/24/2025,YES,Match,Match,739.30,Manager 09
102708,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,1155.00,935.00,1155.00,560.00,250.00,935.00,Vendor 060,Vendor 060,Over NTE,11/18/2025,YES,Match,Match,220.00,Manager 06
102603,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,1429.62,964.62,1429.62,855.00,384.62,964.62,Vendor 045,Vendor 045,Over NTE,11/19/2025,YES,Match,Match,465.00,Manager 06
102714,Client B,Invoiced,1_Completed_Paid,OK,Electrician,Electrical Misc,Priority 1 - 4 hours,142.50,0.00,120.00,40.00,0.00,,Vendor 020,Vendor 020,Under NTE,11/30/2025,NO,Different,Match,,Manager 09
101594,Client A,Invoiced,1_Completed_Paid,OH,Splash Pads,Splash Pad Winterization,Normal - 30 days ,750.00,500.00,750.00,750.00,0.00,500.00,Vendor 169,Vendor 169,Under NTE,10/31/2025,YES,Match,Match,250.00,Manager 10
101581,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Winterization,Normal - 30 days ,584.55,550.00,584.55,540.00,0.00,550.00,Vendor 147,Vendor 147,Under NTE,11/30/2025,YES,Match,Match,34.55,Manager 10
102715,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Food Equipment,Priority 3 - 48 hours,190.00,145.00,190.00,95.00,0.00,145.00,Vendor 040,Vendor 040,Under NTE,11/19/2025,YES,Match,Match,45.00,Manager 09
101597,Client A,Invoiced,1_Completed_Paid,NJ,Splash Pads,Splash Pad Winterization,Normal - 30 days ,1160.00,954.29,1160.00,1160.00,0.00,954.29,Vendor 010,Vendor 010,Over NTE,9/28/2025,YES,Match,Match,205.71,Manager 10
102628,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Electrical Misc,Priority 3 - 48 hours,1712.48,1090.09,1712.48,1089.00,375.48,1090.09,Vendor 045,Vendor 045,Over NTE,11/20/2025,YES,Match,Match,622.39,Manager 06
101683,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pads General,Normal - 30 days ,909.30,557.00,909.30,690.00,150.00,557.00,Vendor 002,Vendor 002,Under NTE,12/23/2025,YES,Match,Match,352.30,Manager 10
102632,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Food Equipment,Priority 3 - 48 hours,652.44,513.44,652.44,320.00,192.44,513.44,Vendor 043,Vendor 043,Under NTE,11/24/2025,YES,Match,Match,139.00,Manager 09
101799,Client A,Invoiced,1_Completed_Paid,TX,Roofing,Roofing General,Normal - 30 days ,338.28,250.00,338.28,212.50,15.00,234.38,Vendor 015,Vendor 015,Under NTE,9/28/2025,YES,Match,Different,103.90,Manager 10
101482,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #2,PM Visits,1000.00,764.00,1000.00,700.00,300.00,764.00,Vendor 012,Vendor 012,Over NTE,9/25/2025,YES,Match,Match,236.00,Manager 10
102665,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Bulb Replacement,Priority 3 - 48 hours,1632.70,1173.70,1632.70,792.00,567.70,1173.70,Vendor 060,Vendor 060,Over NTE,11/20/2025,YES,Match,Match,459.00,Manager 06
102695,Client B,Invoiced,1_Completed_Paid,MO,Misc Site Work,Interior Misc Site Work,Priority 2 - 24 hours,632.50,500.00,632.50,412.50,125.00,500.00,Vendor 043,Vendor 043,Under NTE,11/19/2025,YES,Match,Match,132.50,Manager 09
102613,Client B,Invoiced,1_Completed_Paid,MO,"Doors, Frames & Hardware",General Door Repairs,Priority 1 - 4 hours,3515.90,2922.08,3515.90,1530.00,1515.90,2922.08,Vendor 043,Vendor 043,Over NTE,11/24/2025,YES,Match,Match,593.82,Manager 09
102668,Client B,Invoiced,1_Completed_Paid,CA,Pest Control,Pest Control,Priority 2 - 24 hours,449.40,322.90,449.40,225.00,74.40,322.50,Vendor 060,Vendor 060,Under NTE,11/19/2025,YES,Match,Different,126.90,Manager 06
102620,Client B,Invoiced,1_Completed_Paid,FL,Pressure Washing,Pressure Washing ,Priority 3 - 48 hours,170.00,120.00,170.00,85.00,0.00,120.00,Vendor 062,Vendor 062,Under NTE,11/26/2025,YES,Match,Match,50.00,Manager 09
101632,Client B,Invoiced,1_Completed_Paid,FL,Fences and Gates,Fence and Gates General,Priority 2 - 24 hours,5383.18,4410.00,5383.18,2040.00,3258.18,4410.00,Vendor 176,Vendor 176,Over NTE,11/20/2025,YES,Match,Match,973.18,Manager 08
102766,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 4 - 30 days,452.50,350.00,452.50,332.50,25.00,350.00,Vendor 040,Vendor 040,Under NTE,11/20/2025,YES,Match,Match,102.50,Manager 09
102120,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,5150.00,4100.00,5150.00,0.00,0.00,4100.00,Vendor 086,Vendor 086,Over NTE,11/20/2025,YES,Match,Match,1050.00,Manager 08
102528,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Exterior Lighting,Priority 3 - 48 hours,3250.57,2599.83,3250.57,1584.00,430.07,2599.83,Vendor 045,Vendor 045,Over NTE,11/19/2025,YES,Match,Match,650.74,Manager 07
102448,Client B,Invoiced,1_Completed_Paid,OK,Parking Lot,Parking Lot General Repairs,Priority 3 - 48 hours,187.50,0.00,187.50,112.50,0.00,,Vendor 058,Vendor 058,Under NTE,12/19/2025,NO,Match,Match,,Manager 09
102608,Client B,Invoiced,1_Completed_Paid,OK,Electrician,Electrical Appliances,Priority 2 - 24 hours,643.37,486.74,643.37,320.00,143.37,486.74,Vendor 043,Vendor 043,Under NTE,11/24/2025,YES,Match,Match,156.63,Manager 09
102774,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 3 - 48 hours,313.00,250.00,313.00,190.00,28.00,250.00,Vendor 040,Vendor 040,Under NTE,11/20/2025,YES,Match,Match,63.00,Manager 09
102687,Client B,Invoiced,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 1 - 4 hours,2452.96,1997.96,2452.96,1875.00,252.96,1997.96,Vendor 045,Vendor 045,Over NTE,11/21/2025,YES,Match,Match,455.00,Manager 06
102589,Client B,Invoiced,1_Completed_Paid,MO,Parking Lot,Parking Lot General Repairs,Priority 2 - 24 hours,3828.06,3168.59,3828.06,1330.00,1558.06,3168.59,Vendor 043,Vendor 043,Over NTE,11/24/2025,YES,Match,Match,659.47,Manager 09
102703,Client B,Invoiced,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 1 - 4 hours,1143.20,869.49,1143.20,760.00,288.20,869.49,Vendor 124,Vendor 124,Over NTE,11/20/2025,YES,Match,Match,273.71,Manager 06
102571,Client B,Invoiced,1_Completed_Paid,MO,Ceiling Tile Repairs,Ceiling Tile Replacement,Priority 3 - 48 hours,2433.70,1831.20,2433.70,1870.00,168.70,1831.20,Vendor 062,Vendor 062,Over NTE,11/20/2025,YES,Match,Match,602.50,Manager 09
102734,Client B,Invoiced,1_Completed_Paid,CA,Millwork,Millwork General,Priority 3 - 48 hours,486.50,350.00,486.50,332.50,59.00,349.99,Vendor 045,Vendor 045,Under NTE,11/20/2025,YES,Match,Different,136.51,Manager 06
102781,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 3 - 48 hours,432.50,325.00,432.50,237.50,100.00,325.00,Vendor 040,Vendor 040,Under NTE,11/21/2025,YES,Match,Match,107.50,Manager 09
102700,Client B,Invoiced,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 1 - 4 hours,1281.25,1010.50,1281.25,760.00,426.25,1010.50,Vendor 124,Vendor 124,Over NTE,11/20/2025,YES,Match,Match,270.75,Manager 06
102704,Client B,Invoiced,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 1 - 4 hours,1176.02,946.56,1176.02,760.00,321.02,946.56,Vendor 124,Vendor 124,Over NTE,11/20/2025,YES,Match,Match,229.46,Manager 06
102616,Client B,Invoiced,1_Completed_Paid,CA,HVAC,HVAC Repairs,Priority 2 - 24 hours,5191.51,4900.00,5191.51,2380.00,2341.51,4900.00,Vendor 060,Vendor 060,Over NTE,11/28/2025,YES,Match,Match,291.51,Manager 06
102539,Client B,Invoiced,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 1 - 4 hours,3062.58,2381.58,3062.58,1875.00,827.58,2381.58,Vendor 045,Vendor 045,Over NTE,11/24/2025,YES,Match,Match,681.00,Manager 06
102408,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Exterior Site Work,Priority 1 - 4 hours,5350.00,4200.00,5350.00,5350.00,0.00,4200.00,Vendor 086,Vendor 086,Over NTE,11/20/2025,YES,Match,Match,1150.00,Manager 08
101646,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Toilet Repair,Normal - 30 days ,1566.92,1370.00,1566.92,877.50,300.00,1370.00,Vendor 107,Vendor 107,Over NTE,9/29/2025,YES,Match,Match,196.92,Manager 10
101791,Client A,Invoiced,1_Completed_Paid,TX,Locksmith,Keys,Normal - 30 days ,254.39,200.00,254.39,115.00,15.00,200.00,Vendor 065,Vendor 065,Under NTE,9/29/2025,YES,Match,Match,54.39,Manager 10
101480,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #2,PM Visits,903.00,659.00,903.00,700.00,203.00,659.00,Vendor 012,Vendor 012,Under NTE,9/28/2025,YES,Match,Match,244.00,Manager 10
101485,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #2,PM Visits,984.00,742.00,984.00,700.00,284.00,742.00,Vendor 012,Vendor 012,Under NTE,9/28/2025,YES,Match,Match,242.00,Manager 10
102646,Client B,Invoiced,1_Completed_Paid,CA,Flooring,Flooring General,Priority 2 - 24 hours,2333.55,1886.95,2333.55,1350.00,633.55,1886.95,Vendor 060,Vendor 060,Over NTE,11/24/2025,YES,Match,Match,446.60,Manager 06
101577,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Plumbing General,Normal - 30 days ,1140.00,731.00,1140.00,500.00,550.00,731.00,Vendor 012,Vendor 012,Over NTE,9/22/2025,YES,Match,Match,409.00,Manager 10
101699,Client A,Invoiced,1_Completed_Paid,TX,Parking Lot,Striping,Normal - 30 days ,2489.75,1688.00,2489.75,2300.00,0.00,1688.00,Vendor 074,Vendor 074,Over NTE,9/30/2025,YES,Match,Match,801.75,Manager 01
101479,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1099.28,812.00,1099.28,700.00,315.50,812.00,Vendor 022,Vendor 022,Over NTE,9/29/2025,YES,Match,Match,287.28,Manager 10
102586,Client B,Invoiced,1_Completed_Paid,TX,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,1128.90,801.92,1128.90,750.00,142.86,801.92,Vendor 043,Vendor 043,Over NTE,11/24/2025,YES,Match,Match,326.98,Manager 09
101694,Client A,Invoiced,1_Completed_Paid,TX,Playground Repairs,Playground General,Normal - 30 days ,443.83,250.00,443.83,285.00,0.00,250.00,Vendor 020,Vendor 020,Under NTE,9/30/2025,YES,Match,Match,193.83,Manager 10
101596,Client A,Invoiced,1_Completed_Paid,VA,Splash Pads,Splash Pad Winterization,Normal - 30 days ,420.00,300.00,420.00,420.00,0.00,300.00,Vendor 129,Vendor 129,Under NTE,9/28/2025,YES,Match,Match,120.00,Manager 10
102638,Client B,Invoiced,1_Completed_Paid,FL,Pressure Washing,Pressure Washing ,Priority 4 - 30 days,3307.50,2472.50,3307.50,3060.00,120.00,2472.50,Vendor 137,Vendor 137,Over NTE,11/21/2025,YES,Match,Match,835.00,Manager 08
102697,Client B,Invoiced,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 1 - 4 hours,3091.00,2300.70,3091.00,1710.00,1041.00,2300.70,Vendor 060,Vendor 060,Over NTE,11/24/2025,YES,Match,Match,790.30,Manager 06
102153,Client B,Invoiced,1_Completed_Paid,CA,Signage,Exterior Signage,Priority 1 - 4 hours,4195.25,3395.00,4195.25,1955.25,892.50,3395.00,Vendor 076,Vendor 076,Over NTE,11/24/2025,YES,Match,Match,800.25,Manager 06
101977,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,4739.33,3318.83,4739.33,3600.00,839.33,3318.83,Vendor 055,Vendor 055,Over NTE,11/24/2025,YES,Match,Match,1420.50,Manager 08
101872,Client A,Invoiced,1_Completed_Paid,KS,Splash Pads,Splash Pad Maintenance,Normal - 30 days ,3266.56,2835.00,3266.56,3150.00,116.56,2835.00,Vendor 161,Vendor 161,Over NTE,9/30/2025,YES,Match,Match,431.56,Manager 07
101474,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,923.37,611.00,923.37,700.00,153.00,611.00,Vendor 022,Vendor 022,Under NTE,9/23/2025,YES,Match,Match,312.37,Manager 10
101483,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1177.22,858.00,1177.22,700.00,387.50,858.00,Vendor 022,Vendor 022,Over NTE,9/30/2025,YES,Match,Match,319.22,Manager 10
101773,Client A,Invoiced,1_Completed_Paid,IN,Applicances,Refrigerators,Urgent - 24-48 hours,885.00,720.75,885.00,675.00,20.00,720.75,Vendor 134,Vendor 134,Under NTE,9/30/2025,YES,Match,Match,164.25,Manager 10
101745,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Repairs,Normal - 30 days ,1588.03,1167.00,1588.03,780.00,587.00,1167.00,Vendor 091,Vendor 091,Over NTE,9/30/2025,YES,Match,Match,421.03,Manager 10
101813,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Plumbing General,Normal - 30 days ,233.82,170.00,233.82,198.00,18.00,170.00,Vendor 155,Vendor 155,Under NTE,9/29/2025,YES,Match,Match,63.82,Manager 10
102645,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Electrical Misc,Priority 3 - 48 hours,3602.00,3216.23,3602.00,3168.00,236.00,3216.23,Vendor 018,Vendor 018,Over NTE,11/24/2025,YES,Match,Match,385.77,Manager 06
102658,Client B,Invoiced,1_Completed_Paid,CA,Plumbing,Plumbing General,Priority 1 - 4 hours,992.48,724.98,992.48,475.00,327.48,724.98,Vendor 045,Vendor 045,Under NTE,11/24/2025,YES,Match,Match,267.50,Manager 06
102332,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,2254.00,1585.00,2254.00,2040.00,54.00,1585.00,Vendor 057,Vendor 057,Over NTE,11/24/2025,YES,Match,Match,669.00,Manager 08
102820,Client B,Invoiced,1_Completed_Paid,OK,Plumbing,Plumbing General,Priority 1 - 4 hours,8777.75,7121.75,8777.75,6390.00,787.75,7121.75,Vendor 020,Vendor 020,Over NTE,12/31/2025,YES,Match,Match,1656.00,Manager 09
101481,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,962.30,662.76,962.30,700.00,188.96,662.76,Vendor 015,Vendor 015,Under NTE,9/30/2025,YES,Match,Match,299.54,Manager 10
102825,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 3 - 48 hours,527.50,405.00,527.50,332.50,0.00,405.00,Vendor 040,Vendor 040,Under NTE,11/25/2025,YES,Match,Match,122.50,Manager 09
101892,Client A,Invoiced,1_Completed_Paid,TX,Ceiling Tile Repairs,Ceiling Tile General Repairs,Emergency - 2 hours,1233.39,1045.27,1233.39,843.75,200.64,1045.27,Vendor 091,Vendor 091,Over NTE,10/14/2025,YES,Match,Match,188.12,Manager 10
102384,Client B,Invoiced,1_Completed_Paid,CA,Fire and Life Safety,General Repairs,Priority 3 - 48 hours,1405.08,1167.03,1405.08,225.00,935.08,1167.03,Vendor 045,Vendor 045,Over NTE,11/26/2025,YES,Match,Match,238.05,Manager 06
102767,Client B,Invoiced,1_Completed_Paid,MO,"Doors, Frames & Hardware",General Door Repairs,Priority 1 - 4 hours,1143.35,878.35,1143.35,765.00,208.35,878.35,Vendor 062,Vendor 062,Over NTE,11/25/2025,YES,Match,Match,265.00,Manager 09
102726,Client B,Invoiced,1_Completed_Paid,MO,Misc Site Work,Exterior Site Work,Priority 3 - 48 hours,1583.95,1194.65,1583.95,1190.00,223.95,1194.65,Vendor 062,Vendor 062,Over NTE,11/25/2025,YES,Match,Match,389.30,Manager 09
101476,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,976.27,690.31,976.27,700.00,201.87,690.31,Vendor 015,Vendor 015,Under NTE,9/30/2025,YES,Match,Match,285.96,Manager 10
102688,Client B,Invoiced,1_Completed_Paid,KY,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,912.90,699.90,912.90,495.00,144.90,699.90,Vendor 171,Vendor 171,Under NTE,11/24/2025,YES,Match,Match,213.00,Manager 09
102832,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 3 - 48 hours,527.50,405.00,527.50,332.50,100.00,405.00,Vendor 040,Vendor 040,Under NTE,11/25/2025,YES,Match,Match,122.50,Manager 09
102636,Client B,Invoiced,1_Completed_Paid,CA,Signage,Exterior Signage,Priority 3 - 48 hours,4906.65,3897.64,4906.65,1881.00,2627.65,3897.64,Vendor 045,Vendor 045,Over NTE,11/25/2025,YES,Match,Match,1009.01,Manager 06
102698,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Electrical Signage,Priority 2 - 24 hours,2914.13,2117.13,2914.13,2079.00,637.13,2117.13,Vendor 045,Vendor 045,Over NTE,11/26/2025,YES,Match,Match,797.00,Manager 06
102580,Client B,Invoiced,1_Completed_Paid,TX,Flooring,Tile Repairs,Priority 3 - 48 hours,1685.17,1000.00,1685.17,630.00,696.74,2635.52,Vendor 020,Vendor 020,Over NTE,1/12/2026,YES,Match,Different,-950.35,Manager 09
101742,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Repairs,Normal - 30 days ,1266.53,925.00,1266.53,1170.00,0.00,925.00,Vendor 091,Vendor 091,Over NTE,9/30/2025,YES,Match,Match,341.53,Manager 10
101703,Client A,Invoiced,1_Completed_Paid,TX,Handyman,Handyman General,Normal - 30 days ,1997.21,1375.00,1997.21,1360.00,420.00,1375.00,Vendor 022,Vendor 022,Over NTE,9/30/2025,YES,Match,Match,622.21,Manager 10
101392,Client A,Invoiced,1_Completed_Paid,TX,Playground Repairs,Playground General,Urgent - 24-48 hours,1066.26,705.00,1066.26,560.00,325.00,705.00,Vendor 022,Vendor 022,Over NTE,9/30/2025,YES,Match,Match,361.26,Manager 10
102548,Client B,Invoiced,1_Completed_Paid,MO,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,3931.36,3081.36,3931.36,2890.00,471.36,3081.36,Vendor 062,Vendor 062,Over NTE,11/25/2025,YES,Match,Match,850.00,Manager 09
102721,Client B,Invoiced,1_Completed_Paid,FL,Applicances,Food Equipment,Priority 2 - 24 hours,190.00,130.00,190.00,95.00,0.00,130.00,Vendor 043,Vendor 043,Under NTE,11/30/2025,YES,Match,Match,60.00,Manager 09
102387,Client B,Invoiced,1_Completed_Paid,CA,"Glass, Windows, and Mirrors","Glass, Windows, and Mirrors - General Repairs",Priority 4 - 30 days,150.00,125.00,150.00,75.00,0.00,125.00,Vendor 045,Vendor 045,Under NTE,11/25/2025,YES,Match,Match,25.00,Manager 06
101005,Client A,Invoiced,1_Completed_Paid,MO,Flooring,Flooring General,Normal - 30 days ,285.00,268.50,285.00,190.00,0.00,268.50,Vendor 034,Vendor 034,Under NTE,10/22/2025,YES,Match,Match,16.50,Manager 03
101877,Client A,Invoiced,1_Completed_Paid,TX,Ceiling Repairs,General Ceiling Repairs,Normal - 30 days ,5094.22,3930.00,5094.22,3570.00,1005.98,3930.00,Vendor 071,Vendor 071,Over NTE,10/26/2025,YES,Match,Match,1164.22,Manager 10
102775,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Food Equipment,Priority 4 - 30 days,833.20,643.20,833.20,380.00,218.50,643.20,Vendor 040,Vendor 040,Under NTE,11/28/2025,YES,Match,Match,190.00,Manager 09
101477,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1093.33,789.00,1093.33,700.00,310.00,789.00,Vendor 022,Vendor 022,Over NTE,9/30/2025,YES,Match,Match,304.33,Manager 10
101489,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1080.21,781.08,1080.21,700.00,297.88,781.08,Vendor 015,Vendor 015,Over NTE,9/30/2025,YES,Match,Match,299.13,Manager 10
102737,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 4 - 30 days,780.75,548.70,780.75,380.00,160.75,548.70,Vendor 040,Vendor 040,Under NTE,11/28/2025,YES,Match,Match,232.05,Manager 09
102733,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Exterior Site Work,Priority 4 - 30 days,1533.37,1033.37,1533.37,850.00,338.37,1033.37,Vendor 045,Vendor 045,Over NTE,11/26/2025,YES,Match,Match,500.00,Manager 06
102656,Client B,Invoiced,1_Completed_Paid,CA,Parking Lot,Parking Lot General Repairs,Priority 4 - 30 days,1612.55,1233.96,1612.55,935.00,447.55,1233.96,Vendor 045,Vendor 045,Over NTE,12/11/2025,YES,Match,Match,378.59,Manager 06
101899,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Plumbing General,Urgent - 24-48 hours,565.00,425.00,565.00,315.00,185.00,425.00,Vendor 097,Vendor 097,Under NTE,10/21/2025,YES,Match,Match,140.00,Manager 10
102607,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 2 - 24 hours,795.80,549.60,795.80,380.00,165.80,549.60,Vendor 040,Vendor 040,Under NTE,11/28/2025,YES,Match,Match,246.20,Manager 09
101921,Client A,Invoiced,1_Completed_Paid,TX,Locksmith,Locksmith General,Emergency - 2 hours,378.88,315.00,378.88,350.00,0.00,315.00,Vendor 065,Vendor 065,Under NTE,10/13/2025,YES,Match,Match,63.88,Manager 10
102844,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 3 - 48 hours,433.75,325.00,433.75,213.75,125.00,325.00,Vendor 040,Vendor 040,Under NTE,11/28/2025,YES,Match,Match,108.75,Manager 09
101475,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1683.84,1316.49,1683.84,700.00,855.51,1316.49,Vendor 015,Vendor 015,Over NTE,9/30/2025,YES,Match,Match,367.35,Manager 10
102808,Client B,Invoiced,1_Completed_Paid,CA,Flooring,Tile Repairs,Priority 4 - 30 days,711.50,544.00,711.50,262.50,299.00,544.00,Vendor 060,Vendor 060,Under NTE,11/26/2025,YES,Match,Match,167.50,Manager 06
102763,Client B,Invoiced,1_Completed_Paid,CA,Plumbing,Plumbing General,Priority 3 - 48 hours,848.00,660.00,848.00,475.00,183.00,660.00,Vendor 060,Vendor 060,Under NTE,11/26/2025,YES,Match,Match,188.00,Manager 06
102765,Client B,Invoiced,1_Completed_Paid,TX,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,411.35,295.00,411.35,190.00,0.00,295.00,Vendor 058,Vendor 058,Under NTE,12/1/2025,YES,Match,Match,116.35,Manager 09
101930,Client A,Invoiced,1_Completed_Paid,TX,Locksmith,Locksmith General,Emergency - 2 hours,852.47,633.24,852.47,262.50,0.00,633.24,Vendor 024,Vendor 024,Under NTE,10/28/2025,YES,Match,Match,219.23,Manager 10
102694,Client B,Invoiced,1_Completed_Paid,FL,Parking Lot,Striping,Priority 4 - 30 days,2250.00,1719.00,2250.00,0.00,570.00,1719.00,Vendor 074,Vendor 074,Over NTE,11/28/2025,YES,Match,Match,531.00,Manager 08
102857,Client B,Invoiced,1_Completed_Paid,KY,Electrician,Electrical Misc,Priority 4 - 30 days,594.45,483.45,594.45,320.00,114.45,483.45,Vendor 040,Vendor 040,Under NTE,12/10/2025,YES,Match,Match,111.00,Manager 09
102732,Client B,Invoiced,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 4 - 30 days,3914.35,3123.00,3914.35,1995.00,1344.35,3123.00,Vendor 060,Vendor 060,Over NTE,11/28/2025,YES,Match,Match,791.35,Manager 06
102731,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,2461.00,1921.00,2461.00,1330.00,891.00,1921.00,Vendor 060,Vendor 060,Over NTE,12/12/2025,YES,Match,Match,540.00,Manager 06
101736,Client A,Invoiced,1_Completed_Paid,IN,Applicances,Refrigerators,Normal - 30 days ,828.55,700.83,828.55,50.00,778.55,700.83,Vendor 105,Vendor 105,Under NTE,9/30/2025,YES,Match,Match,127.72,Manager 10
101882,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Water Heater Repairs,Urgent - 24-48 hours,21070.86,16630.00,21070.86,3645.00,15000.00,16630.00,Vendor 139,Vendor 139,Over NTE,9/30/2025,YES,Match,Match,4440.86,Manager 10
102146,Client B,Invoiced,1_Completed_Paid,TN,Applicances,Walk-In Cooler,Priority 1 - 4 hours,3441.41,2956.96,3441.41,1615.00,1376.41,2956.96,Vendor 043,Vendor 043,Over NTE,12/1/2025,YES,Match,Match,484.45,Manager 06
101478,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1012.14,706.00,1012.14,700.00,235.00,706.00,Vendor 022,Vendor 022,Over NTE,9/30/2025,YES,Match,Match,306.14,Manager 10
101950,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC General,Normal - 30 days ,925.54,700.00,925.54,615.00,75.00,700.00,Vendor 049,Vendor 049,Under NTE,1/15/2026,YES,Match,Match,225.54,Manager 10
101576,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Clogged Toilet,Urgent - 24-48 hours,155.00,125.00,155.00,105.00,0.00,125.00,Vendor 012,Vendor 012,Under NTE,9/30/2025,YES,Match,Match,30.00,Manager 10
101876,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Toilet Repair,Normal - 30 days ,683.35,550.00,683.35,230.00,316.27,550.00,Vendor 130,Vendor 130,Under NTE,9/30/2025,YES,Match,Match,133.35,Manager 10
100848,Client A,Invoiced,1_Completed_Paid,TX,Painting,Painting General,Normal - 30 days ,1916.03,1285.00,1916.03,1300.00,380.00,1285.00,Vendor 022,Vendor 022,Over NTE,9/30/2025,YES,Match,Match,631.03,Manager 03
